"","Genus","Species"
"Otu08966",NA,NA
"Otu08967",NA,NA
"Otu08968",NA,NA
"Otu08969",NA,NA
"Otu08970",NA,NA
"Otu08976",NA,NA
"Otu08978",NA,NA
"Otu08979",NA,NA
"Otu08980",NA,NA
"Otu08982",NA,NA
"Otu08983",NA,NA
"Otu08984",NA,NA
"Otu08985",NA,NA
"Otu08986",NA,NA
"Otu08988",NA,NA
"Otu08989",NA,NA
"Otu08990",NA,NA
"Otu08991",NA,NA
"Otu08992",NA,NA
"Otu08994",NA,NA
"Otu08995",NA,NA
"Otu08997",NA,NA
"Otu08998",NA,NA
"Otu09000",NA,NA
"Otu09002",NA,NA
"Otu09005",NA,NA
"Otu09008",NA,NA
"Otu09009",NA,NA
"Otu09012",NA,NA
"Otu09013",NA,NA
"Otu09014",NA,NA
"Otu09016",NA,NA
"Otu09017",NA,NA
"Otu09018",NA,NA
"Otu09019",NA,NA
"Otu09020",NA,NA
"Otu09021",NA,NA
"Otu09022",NA,NA
"Otu09024",NA,NA
"Otu09025",NA,NA
"Otu09027",NA,NA
"Otu09028",NA,NA
"Otu09031",NA,NA
"Otu09032",NA,NA
"Otu09034",NA,NA
"Otu09036",NA,NA
"Otu09037",NA,NA
"Otu09038",NA,NA
"Otu09039",NA,NA
"Otu09041",NA,NA
"Otu09042",NA,NA
"Otu09043",NA,NA
"Otu09044",NA,NA
"Otu09045",NA,NA
"Otu09047",NA,"calidus/methanolicus/vitaminiphilus"
"Otu09048",NA,NA
"Otu09049",NA,NA
"Otu09050",NA,NA
"Otu09051",NA,NA
"Otu09053",NA,NA
"Otu09054",NA,NA
"Otu09056",NA,NA
"Otu09057",NA,NA
"Otu09059",NA,NA
"Otu09060",NA,NA
"Otu09064",NA,NA
"Otu09065",NA,NA
"Otu09066",NA,NA
"Otu09067",NA,NA
"Otu09069",NA,NA
"Otu09070",NA,NA
"Otu09072",NA,NA
"Otu09076",NA,NA
"Otu09077",NA,NA
"Otu09078",NA,NA
"Otu09084",NA,NA
"Otu09085","Pseudoxanthomonas","japonensis/mexicana"
"Otu09087",NA,NA
"Otu09088",NA,NA
"Otu09092",NA,NA
"Otu09094",NA,NA
"Otu09096",NA,NA
"Otu09097",NA,NA
"Otu09098",NA,NA
"Otu09100",NA,NA
"Otu09101",NA,NA
"Otu09102",NA,NA
"Otu09104",NA,NA
"Otu09105",NA,NA
"Otu09106",NA,NA
"Otu09107",NA,NA
"Otu09108",NA,NA
"Otu09109",NA,NA
"Otu09110",NA,NA
"Otu09111",NA,NA
"Otu09113",NA,NA
"Otu09114",NA,NA
"Otu09116",NA,NA
"Otu09117",NA,NA
"Otu09118",NA,NA
"Otu09119",NA,NA
"Otu09121",NA,NA
"Otu09122",NA,NA
"Otu09123",NA,NA
"Otu09124",NA,NA
"Otu09125",NA,NA
"Otu09127",NA,NA
"Otu09128",NA,NA
"Otu09130",NA,NA
"Otu09131",NA,NA
"Otu09132",NA,NA
"Otu09133",NA,NA
"Otu09134",NA,NA
"Otu09136",NA,NA
"Otu09137",NA,NA
"Otu09138",NA,NA
"Otu09141",NA,NA
"Otu09143",NA,NA
"Otu09144",NA,NA
"Otu09145",NA,NA
"Otu09146",NA,NA
"Otu09147",NA,NA
"Otu09150",NA,NA
"Otu09152",NA,NA
"Otu09153",NA,NA
"Otu09154",NA,NA
"Otu09157",NA,NA
"Otu09158",NA,NA
"Otu09159",NA,NA
"Otu09160",NA,NA
"Otu09163",NA,NA
"Otu09164","Sarcina","ventriculi"
"Otu09165",NA,NA
"Otu09166",NA,NA
"Otu09167","Thiovirga","sulfuroxydans"
"Otu09168",NA,NA
"Otu09170",NA,NA
"Otu09172",NA,NA
"Otu09174",NA,NA
"Otu09176",NA,NA
"Otu09177",NA,NA
"Otu09179",NA,NA
"Otu09182","Bacteroides","coprocola"
"Otu09184",NA,NA
"Otu09190",NA,NA
"Otu09191",NA,NA
"Otu09193",NA,NA
"Otu09194",NA,NA
"Otu09195",NA,NA
"Otu09197",NA,NA
"Otu09199",NA,NA
"Otu09201",NA,NA
"Otu09202",NA,NA
"Otu09203",NA,NA
"Otu09205",NA,NA
"Otu09206",NA,NA
"Otu09207",NA,NA
"Otu09209",NA,NA
"Otu09211",NA,NA
"Otu09212",NA,NA
"Otu09214",NA,NA
"Otu09215",NA,NA
"Otu09216",NA,NA
"Otu09218",NA,NA
"Otu09219",NA,NA
"Otu09220",NA,NA
"Otu09221",NA,NA
"Otu09223",NA,NA
"Otu09227","Mycobacterium","barrassiae/brisbanense/chlorophenolicum/chubuense/crocinum/elephantis/fortuitum/moriokaense/pallens/poriferae/psychrotolerans/pulveris/rufum/sphagni"
"Otu09228",NA,NA
"Otu09231",NA,NA
"Otu09233",NA,NA
"Otu09234",NA,NA
"Otu09235",NA,NA
"Otu09237",NA,NA
"Otu09239",NA,NA
"Otu09243",NA,NA
"Otu09244",NA,NA
"Otu09245",NA,NA
"Otu09246",NA,NA
"Otu09247",NA,NA
"Otu09248",NA,NA
"Otu09249",NA,NA
"Otu09251",NA,NA
"Otu09252",NA,NA
"Otu09253",NA,NA
"Otu09254",NA,NA
"Otu09255",NA,NA
"Otu09256",NA,NA
"Otu09257",NA,NA
"Otu09258",NA,NA
"Otu09259",NA,NA
"Otu09260",NA,NA
"Otu09261","Oligotropha","carboxidovorans"
"Otu09262",NA,NA
"Otu09264",NA,NA
"Otu09265",NA,NA
"Otu09266",NA,NA
"Otu09267",NA,NA
"Otu09269",NA,NA
"Otu09271",NA,NA
"Otu09273",NA,NA
"Otu09274","Geobacillus","galactosidasius/stearothermophilus"
"Otu09278",NA,NA
"Otu09279",NA,NA
"Otu09280",NA,NA
"Otu09283",NA,NA
"Otu09285","Paracoccus","saliphilus/zeaxanthinifaciens"
"Otu09286","Sphingomonas","alpina/aquatica/aquatilis/insulae/kyungheensis/melonis/sanxanigenens/taxi"
"Otu09287",NA,NA
"Otu09288",NA,NA
"Otu09289",NA,NA
"Otu09290",NA,NA
"Otu09291",NA,NA
"Otu09292",NA,NA
"Otu09293",NA,NA
"Otu09294",NA,NA
"Otu09295",NA,NA
"Otu09298",NA,NA
"Otu09300",NA,NA
"Otu09303",NA,NA
"Otu09305",NA,NA
"Otu09306",NA,NA
"Otu09307",NA,NA
"Otu09309",NA,NA
"Otu09310",NA,NA
"Otu09311",NA,NA
"Otu09312",NA,NA
"Otu09314",NA,NA
"Otu09316",NA,NA
"Otu09317",NA,NA
"Otu09319",NA,NA
"Otu09320",NA,NA
"Otu09321",NA,NA
"Otu09322",NA,NA
"Otu09323",NA,NA
"Otu09324",NA,NA
"Otu09325",NA,NA
"Otu09327",NA,NA
"Otu09330",NA,NA
"Otu09331",NA,NA
"Otu09332",NA,NA
"Otu09333",NA,NA
"Otu09336","Pseudoteredinibacter","isoporae"
"Otu09339",NA,NA
"Otu09340",NA,NA
"Otu09341",NA,NA
"Otu09342",NA,NA
"Otu09343",NA,NA
"Otu09344",NA,NA
"Otu09345",NA,NA
"Otu09346","Mesoflavibacter","zeaxanthinifaciens"
"Otu09348",NA,NA
"Otu09349",NA,NA
"Otu09350",NA,NA
"Otu09351",NA,NA
"Otu09352",NA,NA
"Otu09356","Winogradskyella","exilis"
"Otu09357",NA,NA
"Otu09358",NA,NA
"Otu09359",NA,NA
"Otu09360",NA,NA
"Otu09361",NA,NA
"Otu09363",NA,NA
"Otu09364",NA,NA
"Otu09365",NA,NA
"Otu09367",NA,NA
"Otu09368",NA,NA
"Otu09369","Pseudomonas","indoloxydans/songnenensis/stutzeri/xanthomarina/zhaodongensis"
"Otu09370",NA,NA
"Otu09371",NA,NA
"Otu09375",NA,NA
"Otu09377",NA,NA
"Otu09378",NA,NA
"Otu09384",NA,NA
"Otu09386","Anaeroarcus","burkinensis"
"Otu09387",NA,NA
"Otu09388",NA,NA
"Otu09390","Elstera","litoralis"
"Otu09391",NA,NA
"Otu09393",NA,NA
"Otu09394",NA,NA
"Otu09396",NA,NA
"Otu09397",NA,NA
"Otu09398",NA,NA
"Otu09399",NA,NA
"Otu09400",NA,NA
"Otu09401",NA,NA
"Otu09402",NA,NA
"Otu09403",NA,NA
"Otu09404",NA,NA
"Otu09405",NA,NA
"Otu09406",NA,NA
"Otu09407",NA,NA
"Otu09408",NA,NA
"Otu09410",NA,NA
"Otu09412",NA,NA
"Otu09414",NA,NA
"Otu09415",NA,NA
"Otu09416",NA,NA
"Otu09417",NA,NA
"Otu09418",NA,NA
"Otu09419",NA,NA
"Otu09420",NA,NA
"Otu09421",NA,NA
"Otu09423",NA,NA
"Otu09424",NA,NA
"Otu09426",NA,NA
"Otu09427",NA,NA
"Otu09428",NA,NA
"Otu09429",NA,NA
"Otu09431",NA,NA
"Otu09432",NA,NA
"Otu09433",NA,NA
"Otu09437",NA,NA
"Otu09438",NA,NA
"Otu09439",NA,NA
"Otu09442",NA,NA
"Otu09445",NA,NA
"Otu09446",NA,NA
"Otu09448",NA,NA
"Otu09449",NA,NA
"Otu09451",NA,NA
"Otu09452",NA,NA
"Otu09454",NA,NA
"Otu09455",NA,NA
"Otu09456",NA,NA
"Otu09457",NA,NA
"Otu09458",NA,NA
"Otu09459",NA,NA
"Otu09460",NA,NA
"Otu09463",NA,NA
"Otu09469","Morganella","morganii"
"Otu09471",NA,NA
"Otu09472",NA,NA
"Otu09473",NA,NA
"Otu09477",NA,NA
"Otu09479",NA,NA
"Otu09482",NA,NA
"Otu09484",NA,NA
"Otu09487",NA,NA
"Otu09488",NA,NA
"Otu09489",NA,NA
"Otu09490",NA,NA
"Otu09493",NA,NA
"Otu09494",NA,NA
"Otu09495",NA,NA
"Otu09496",NA,NA
"Otu09497",NA,NA
"Otu09498",NA,NA
"Otu09499",NA,NA
"Otu09501",NA,NA
"Otu09502",NA,NA
"Otu09503",NA,NA
"Otu09504",NA,NA
"Otu09509",NA,NA
"Otu09511",NA,NA
"Otu09512",NA,NA
"Otu09513",NA,NA
"Otu09514",NA,NA
"Otu09515",NA,NA
"Otu09516",NA,NA
"Otu09518",NA,NA
"Otu09519",NA,NA
"Otu09520",NA,NA
"Otu09521",NA,NA
"Otu09522",NA,NA
"Otu09524",NA,NA
"Otu09525",NA,NA
"Otu09527","Rhizobium","capsici/cnuense/helianthi/oryzicola/rhizoryzae/straminoryzae"
"Otu09529",NA,NA
"Otu09530",NA,NA
"Otu09531",NA,NA
"Otu09533",NA,NA
"Otu09535",NA,NA
"Otu09537",NA,NA
"Otu09538",NA,NA
"Otu09539",NA,NA
"Otu09540",NA,NA
"Otu09541",NA,NA
"Otu09542",NA,NA
"Otu09543",NA,NA
"Otu09544",NA,NA
"Otu09545",NA,NA
"Otu09547",NA,NA
"Otu09550",NA,NA
"Otu09551",NA,NA
"Otu09552",NA,NA
"Otu09553",NA,NA
"Otu09554",NA,NA
"Otu09555",NA,NA
"Otu09557",NA,NA
"Otu09558",NA,NA
"Otu09559",NA,NA
"Otu09562",NA,NA
"Otu09563",NA,NA
"Otu09565","Fabibacter","pacificus"
"Otu09566",NA,NA
"Otu09569",NA,NA
"Otu09570",NA,NA
"Otu09571",NA,NA
"Otu09572",NA,NA
"Otu09573",NA,NA
"Otu09574",NA,NA
"Otu09576",NA,NA
"Otu09577",NA,NA
"Otu09578",NA,NA
"Otu09579",NA,NA
"Otu09580","Lactobacillus","delbrueckii/equicursoris"
"Otu09583",NA,NA
"Otu09585",NA,NA
"Otu09588",NA,NA
"Otu09589",NA,NA
"Otu09590",NA,NA
"Otu09591","Thermoanaerobacterium","aotearoense/butyriciformans/calidifontis/thermosaccharolyticum/thermostercoris/thermosulfurigenes/xylanolyticum"
"Otu09593",NA,NA
"Otu09595",NA,NA
"Otu09596",NA,NA
"Otu09599",NA,NA
"Otu09602",NA,NA
"Otu09603",NA,NA
"Otu09604",NA,NA
"Otu09605",NA,NA
"Otu09606",NA,NA
"Otu09607",NA,NA
"Otu09610",NA,NA
"Otu09611",NA,NA
"Otu09613",NA,NA
"Otu09615",NA,NA
"Otu09616",NA,NA
"Otu09619",NA,NA
"Otu09620",NA,NA
"Otu09621",NA,NA
"Otu09622",NA,NA
"Otu09623",NA,NA
"Otu09624",NA,NA
"Otu09629",NA,NA
"Otu09632",NA,NA
"Otu09634",NA,NA
"Otu09637",NA,NA
"Otu09639",NA,NA
"Otu09640",NA,NA
"Otu09642",NA,NA
"Otu09644",NA,NA
"Otu09646",NA,NA
"Otu09647",NA,NA
"Otu09648",NA,NA
"Otu09649",NA,NA
"Otu09654",NA,NA
"Otu09655",NA,NA
"Otu09657",NA,NA
"Otu09658",NA,NA
"Otu09659",NA,NA
"Otu09660",NA,NA
"Otu09664",NA,NA
"Otu09665",NA,NA
"Otu09666",NA,NA
"Otu09667",NA,NA
"Otu09670","Robinsoniella","peoriensis"
"Otu09671",NA,NA
"Otu09672",NA,NA
"Otu09673",NA,NA
"Otu09674",NA,NA
"Otu09675",NA,NA
"Otu09677",NA,NA
"Otu09678",NA,NA
"Otu09679",NA,NA
"Otu09681",NA,NA
"Otu09684",NA,NA
"Otu09685",NA,NA
"Otu09686",NA,NA
"Otu09688",NA,NA
"Otu09689",NA,NA
"Otu09692",NA,NA
"Otu09694",NA,NA
"Otu09695",NA,NA
"Otu09701",NA,NA
"Otu09702",NA,NA
"Otu09710",NA,NA
"Otu09712",NA,NA
"Otu09713",NA,NA
"Otu09717",NA,NA
"Otu09718",NA,NA
"Otu09719",NA,NA
"Otu09720",NA,NA
"Otu09721",NA,NA
"Otu09722",NA,NA
"Otu09725",NA,NA
"Otu09726",NA,NA
"Otu09727",NA,NA
"Otu09728",NA,NA
"Otu09730",NA,NA
"Otu09732",NA,NA
"Otu09733",NA,NA
"Otu09735",NA,NA
"Otu09736",NA,NA
"Otu09738",NA,NA
"Otu09740",NA,NA
"Otu09741",NA,NA
"Otu09742",NA,NA
"Otu09743",NA,NA
"Otu09744",NA,NA
"Otu09745",NA,NA
"Otu09746",NA,NA
"Otu09748",NA,NA
"Otu09749",NA,NA
"Otu09750",NA,NA
"Otu09752",NA,NA
"Otu09753",NA,NA
"Otu09755",NA,NA
"Otu09757",NA,NA
"Otu09758",NA,NA
"Otu09759",NA,NA
"Otu09760",NA,NA
"Otu09763",NA,NA
"Otu09765",NA,NA
"Otu09766",NA,NA
"Otu09768",NA,NA
"Otu09769",NA,NA
"Otu09770",NA,NA
"Otu09773",NA,NA
"Otu09775",NA,NA
"Otu09778",NA,NA
"Otu09779",NA,NA
"Otu09782","Parvularcula","lutaonensis"
"Otu09784",NA,NA
"Otu09785",NA,NA
"Otu09786",NA,NA
"Otu09788",NA,NA
"Otu09792",NA,NA
"Otu09793",NA,NA
"Otu09794",NA,NA
"Otu09795",NA,NA
"Otu09797",NA,NA
"Otu09801",NA,NA
"Otu09802",NA,NA
"Otu09807",NA,NA
"Otu09808",NA,NA
"Otu09809",NA,NA
"Otu09810",NA,NA
"Otu09812",NA,NA
"Otu09813",NA,NA
"Otu09814","Butyricimonas","virosa"
"Otu09817","Leucothrix","mucor"
"Otu09819",NA,NA
"Otu09820",NA,NA
"Otu09821",NA,NA
"Otu09824",NA,NA
"Otu09828",NA,NA
"Otu09829",NA,NA
"Otu09830",NA,NA
"Otu09832",NA,NA
"Otu09834","Erythrobacter","vulgaris"
"Otu09836",NA,NA
"Otu09839",NA,NA
"Otu09840",NA,NA
"Otu09841",NA,NA
"Otu09843",NA,NA
"Otu09844",NA,NA
"Otu09845",NA,NA
"Otu09846",NA,NA
"Otu09848",NA,NA
"Otu09851",NA,NA
"Otu09852",NA,NA
"Otu09853",NA,NA
"Otu09856",NA,NA
"Otu09857",NA,NA
"Otu09858",NA,NA
"Otu09860",NA,NA
"Otu09861",NA,NA
"Otu09862",NA,NA
"Otu09863",NA,NA
"Otu09864",NA,NA
"Otu09869",NA,NA
"Otu09870",NA,NA
"Otu09871",NA,NA
"Otu09873",NA,NA
"Otu09876",NA,NA
"Otu09877",NA,NA
"Otu09878",NA,NA
"Otu09879",NA,NA
"Otu09881",NA,NA
"Otu09882",NA,NA
"Otu09883",NA,NA
"Otu09886",NA,NA
"Otu09887",NA,NA
"Otu09888",NA,NA
"Otu09891",NA,NA
"Otu09894",NA,NA
"Otu09895",NA,NA
"Otu09897",NA,NA
"Otu09899",NA,NA
"Otu09900",NA,NA
"Otu09901",NA,NA
"Otu09903",NA,NA
"Otu09904",NA,NA
"Otu09905",NA,NA
"Otu09906",NA,NA
"Otu09907",NA,NA
"Otu09909",NA,NA
"Otu09910",NA,NA
"Otu09911",NA,NA
"Otu09912",NA,NA
"Otu09916",NA,NA
"Otu09917",NA,NA
"Otu09918",NA,NA
"Otu09919",NA,NA
"Otu09920",NA,NA
"Otu09921",NA,NA
"Otu09922",NA,NA
"Otu09923",NA,NA
"Otu09924",NA,NA
"Otu09925",NA,NA
"Otu09926",NA,NA
"Otu09927",NA,NA
"Otu09929",NA,NA
"Otu09932",NA,NA
"Otu09933",NA,NA
"Otu09935",NA,NA
"Otu09940",NA,NA
"Otu09942",NA,NA
"Otu09943",NA,NA
"Otu09944",NA,NA
"Otu09948",NA,NA
"Otu09950",NA,NA
"Otu09952",NA,NA
"Otu09953",NA,NA
"Otu09956",NA,NA
"Otu09958",NA,NA
"Otu09961",NA,NA
"Otu09962",NA,NA
"Otu09964",NA,NA
"Otu09965",NA,NA
"Otu09966",NA,NA
"Otu09968",NA,NA
"Otu09969",NA,NA
"Otu09970",NA,NA
"Otu09972",NA,NA
"Otu09973",NA,NA
"Otu09976",NA,NA
"Otu09978",NA,NA
"Otu09981",NA,NA
"Otu09982",NA,NA
"Otu09983",NA,NA
"Otu09985","Dermacoccus","nishinomiyaensis"
"Otu09986",NA,NA
"Otu09988",NA,NA
"Otu09989",NA,NA
"Otu09990",NA,NA
"Otu09991",NA,NA
"Otu09992",NA,NA
"Otu09993",NA,NA
"Otu09995",NA,NA
"Otu09996",NA,NA
"Otu09997",NA,NA
"Otu09998",NA,NA
"Otu09999",NA,NA
"Otu10000",NA,NA
"Otu10001","Trichodesmium","hildebrandtii/thiebautii"
"Otu10002",NA,NA
"Otu10003",NA,NA
"Otu10005",NA,NA
"Otu10006",NA,NA
"Otu10007",NA,NA
"Otu10009",NA,NA
"Otu10010",NA,NA
"Otu10011",NA,NA
"Otu10012",NA,NA
"Otu10013",NA,NA
"Otu10014",NA,NA
"Otu10015",NA,NA
"Otu10016",NA,NA
"Otu10017",NA,NA
"Otu10018",NA,NA
"Otu10019",NA,NA
"Otu10020",NA,NA
"Otu10023",NA,NA
"Otu10025",NA,NA
"Otu10026",NA,NA
"Otu10027",NA,NA
"Otu10029",NA,NA
"Otu10031",NA,NA
"Otu10032",NA,NA
"Otu10034",NA,NA
"Otu10036",NA,NA
"Otu10037",NA,NA
"Otu10038",NA,NA
"Otu10041",NA,NA
"Otu10042",NA,NA
"Otu10045",NA,NA
"Otu10046",NA,NA
"Otu10048",NA,NA
"Otu10052",NA,NA
"Otu10053",NA,NA
"Otu10055",NA,NA
"Otu10057",NA,NA
"Otu10059",NA,NA
"Otu10064",NA,NA
"Otu10065",NA,NA
"Otu10066",NA,NA
"Otu10067",NA,NA
"Otu10068","Alistipes","obesi"
"Otu10070","Clostridium","acetobutylicum/beijerinckii/butyricum/corinoforum/diolis/favososporum/pasteurianum/puniceum/roseum/saccharoperbutylacetonicum"
"Otu10073",NA,NA
"Otu10074",NA,NA
"Otu10075",NA,NA
"Otu10077",NA,NA
"Otu10078",NA,NA
"Otu10079",NA,NA
"Otu10080",NA,NA
"Otu10081",NA,NA
"Otu10083",NA,NA
"Otu10084",NA,NA
"Otu10085",NA,NA
"Otu10086",NA,NA
"Otu10089",NA,NA
"Otu10090",NA,NA
"Otu10094",NA,NA
"Otu10096",NA,NA
"Otu10100",NA,NA
"Otu10101",NA,NA
"Otu10103",NA,NA
"Otu10106",NA,NA
"Otu10109",NA,NA
"Otu10110",NA,NA
"Otu10116",NA,NA
"Otu10117",NA,NA
"Otu10119",NA,NA
"Otu10120",NA,NA
"Otu10121",NA,NA
"Otu10122",NA,NA
"Otu10123",NA,NA
"Otu10124",NA,NA
"Otu10125",NA,NA
"Otu10126",NA,NA
"Otu10127",NA,NA
"Otu10128",NA,NA
"Otu10129",NA,NA
"Otu10130",NA,NA
"Otu10131",NA,NA
"Otu10132",NA,NA
"Otu10133",NA,NA
"Otu10134",NA,NA
"Otu10135",NA,NA
"Otu10137",NA,NA
"Otu10139",NA,NA
"Otu10140",NA,NA
"Otu10142",NA,NA
"Otu10144",NA,NA
"Otu10148",NA,NA
"Otu10149",NA,NA
"Otu10150",NA,NA
"Otu10151",NA,NA
"Otu10152",NA,NA
"Otu10154",NA,NA
"Otu10157",NA,NA
"Otu10160",NA,NA
"Otu10162",NA,NA
"Otu10163","Sphingorhabdus","litoris"
"Otu10165",NA,NA
"Otu10166",NA,NA
"Otu10167",NA,NA
"Otu10168",NA,NA
"Otu10169",NA,NA
"Otu10172",NA,NA
"Otu10175",NA,NA
"Otu10176",NA,NA
"Otu10178",NA,NA
"Otu10179",NA,NA
"Otu10180",NA,NA
"Otu10181",NA,NA
"Otu10182",NA,NA
"Otu10185",NA,NA
"Otu10189",NA,NA
"Otu10196",NA,NA
"Otu10198",NA,NA
"Otu10199",NA,NA
"Otu10203",NA,NA
"Otu10204",NA,NA
"Otu10206",NA,NA
"Otu10209",NA,NA
"Otu10210",NA,NA
"Otu10212",NA,NA
"Otu10214","Methylosarcina","fibrata"
"Otu10215",NA,NA
"Otu10218",NA,NA
"Otu10222",NA,NA
"Otu10223",NA,NA
"Otu10225",NA,NA
"Otu10227",NA,NA
"Otu10228",NA,NA
"Otu10229",NA,NA
"Otu10230",NA,NA
"Otu10231",NA,NA
"Otu10232",NA,NA
"Otu10233",NA,NA
"Otu10234",NA,NA
"Otu10235",NA,NA
"Otu10236",NA,NA
"Otu10237",NA,NA
"Otu10239",NA,NA
"Otu10243",NA,NA
"Otu10245",NA,NA
"Otu10248",NA,NA
"Otu10250",NA,NA
"Otu10251",NA,NA
"Otu10252",NA,NA
"Otu10254",NA,NA
"Otu10257",NA,NA
"Otu10259",NA,NA
"Otu10263",NA,NA
"Otu10264",NA,NA
"Otu10265",NA,NA
"Otu10267",NA,NA
"Otu10268",NA,NA
"Otu10269",NA,NA
"Otu10270",NA,NA
"Otu10273",NA,NA
"Otu10274",NA,NA
"Otu10275",NA,NA
"Otu10276",NA,NA
"Otu10277","Clostridium","aff./innocuum"
"Otu10278",NA,NA
"Otu10280",NA,NA
"Otu10282",NA,NA
"Otu10283",NA,NA
"Otu10284",NA,NA
"Otu10285",NA,NA
"Otu10287",NA,NA
"Otu10288",NA,NA
"Otu10289",NA,NA
"Otu10293","Lutibacter","maritimus"
"Otu10294",NA,NA
"Otu10295","Flammeovirga","pacifica/yaeyamensis"
"Otu10298",NA,NA
"Otu10300",NA,NA
"Otu10303",NA,NA
"Otu10304",NA,NA
"Otu10307",NA,NA
"Otu10311",NA,NA
"Otu10312",NA,NA
"Otu10315",NA,NA
"Otu10320",NA,NA
"Otu10322",NA,NA
"Otu10323",NA,NA
"Otu10325",NA,NA
"Otu10326",NA,NA
"Otu10328",NA,NA
"Otu10330",NA,NA
"Otu10331",NA,NA
"Otu10332",NA,NA
"Otu10333",NA,NA
"Otu10335",NA,NA
"Otu10338",NA,NA
"Otu10342",NA,NA
"Otu10347",NA,NA
"Otu10348",NA,NA
"Otu10349",NA,NA
"Otu10350",NA,NA
"Otu10352",NA,NA
"Otu10353",NA,NA
"Otu10354",NA,NA
"Otu10356",NA,NA
"Otu10359",NA,NA
"Otu10360",NA,NA
"Otu10361","Butyricimonas","paravirosa"
"Otu10362",NA,NA
"Otu10363",NA,NA
"Otu10364","Roseovarius","indicus"
"Otu10365",NA,NA
"Otu10368",NA,NA
"Otu10369",NA,NA
"Otu10370",NA,NA
"Otu10373",NA,NA
"Otu10374",NA,NA
"Otu10375",NA,NA
"Otu10377",NA,NA
"Otu10378","Plastorhodobacter","daqingensis"
"Otu10381",NA,NA
"Otu10382",NA,NA
"Otu10385",NA,NA
"Otu10386",NA,NA
"Otu10388",NA,NA
"Otu10390",NA,NA
"Otu10392",NA,NA
"Otu10393",NA,NA
"Otu10394",NA,NA
"Otu10395",NA,NA
"Otu10396",NA,NA
"Otu10397",NA,NA
"Otu10404",NA,NA
"Otu10405",NA,NA
"Otu10406",NA,NA
"Otu10407",NA,NA
"Otu10410",NA,NA
"Otu10412",NA,NA
"Otu10416",NA,NA
"Otu10417",NA,NA
"Otu10419",NA,NA
"Otu10420",NA,NA
"Otu10421",NA,NA
"Otu10422",NA,NA
"Otu10423",NA,NA
"Otu10424",NA,NA
"Otu10425",NA,NA
"Otu10426",NA,NA
"Otu10427",NA,NA
"Otu10429",NA,NA
"Otu10430",NA,NA
"Otu10431",NA,NA
"Otu10432",NA,NA
"Otu10433",NA,NA
"Otu10434","Corynebacterium","imitans"
"Otu10435",NA,NA
"Otu10436",NA,NA
"Otu10437",NA,NA
"Otu10438",NA,NA
"Otu10439",NA,NA
"Otu10440",NA,NA
"Otu10441","Microbulbifer","cystodytense/elongatus/epialgicus/hydrolyticus/marinus/okinawensis/salipaludis"
"Otu10442",NA,NA
"Otu10443",NA,NA
"Otu10445",NA,NA
"Otu10446",NA,NA
"Otu10451",NA,NA
"Otu10452",NA,NA
"Otu10453",NA,NA
"Otu10454",NA,NA
"Otu10455",NA,NA
"Otu10456",NA,NA
"Otu10457",NA,NA
"Otu10460",NA,NA
"Otu10461",NA,NA
"Otu10464",NA,NA
"Otu10465",NA,NA
"Otu10466",NA,NA
"Otu10469",NA,NA
"Otu10470",NA,NA
"Otu10472",NA,NA
"Otu10475",NA,NA
"Otu10476",NA,NA
"Otu10477",NA,NA
"Otu10478",NA,NA
"Otu10480",NA,NA
"Otu10483",NA,NA
"Otu10484",NA,NA
"Otu10485",NA,NA
"Otu10486",NA,NA
"Otu10488",NA,NA
"Otu10489",NA,NA
"Otu10491",NA,NA
"Otu10492",NA,NA
"Otu10493",NA,NA
"Otu10494",NA,NA
"Otu10496",NA,NA
"Otu10497",NA,NA
"Otu10499",NA,NA
"Otu10500",NA,NA
"Otu10501",NA,NA
"Otu10503",NA,NA
"Otu10504",NA,NA
"Otu10505",NA,NA
"Otu10506",NA,NA
"Otu10507",NA,NA
"Otu10508",NA,NA
"Otu10510",NA,NA
"Otu10512",NA,NA
"Otu10513",NA,NA
"Otu10515",NA,NA
"Otu10519",NA,NA
"Otu10520",NA,NA
"Otu10521",NA,NA
"Otu10522",NA,NA
"Otu10524",NA,NA
"Otu10526",NA,NA
"Otu10527",NA,NA
"Otu10528",NA,NA
"Otu10531",NA,NA
"Otu10532",NA,NA
"Otu10534",NA,NA
"Otu10536",NA,NA
"Otu10538","Altererythrobacter","ishigakiensis"
"Otu10539",NA,NA
"Otu10540",NA,NA
"Otu10541",NA,NA
"Otu10542",NA,NA
"Otu10543",NA,NA
"Otu10545",NA,NA
"Otu10546",NA,NA
"Otu10547",NA,NA
"Otu10548",NA,NA
"Otu10549",NA,NA
"Otu10550",NA,NA
"Otu10553",NA,NA
"Otu10556",NA,NA
"Otu10557",NA,NA
"Otu10559",NA,NA
"Otu10560",NA,NA
"Otu10563",NA,NA
"Otu10566",NA,NA
"Otu10569",NA,NA
"Otu10570",NA,NA
"Otu10571",NA,NA
"Otu10572",NA,NA
"Otu10573",NA,NA
"Otu10574","Halobacillus","aidingensis/alkaliphilus/andaensis/blutaparonensis/dabanensis/faecis/halophilus/herbersteinensis/karajensis/kuroshimensis/litoralis/massiliensis/profundi/styriensis/trueperi/virgiliensis/yeomjeoni"
"Otu10575",NA,NA
"Otu10576",NA,NA
"Otu10577",NA,NA
"Otu10578",NA,NA
"Otu10579",NA,NA
"Otu10583",NA,NA
