"","Genus","Species"
"Otu03797",NA,NA
"Otu03799",NA,NA
"Otu03800",NA,NA
"Otu03801",NA,NA
"Otu03802",NA,NA
"Otu03803",NA,NA
"Otu03804",NA,NA
"Otu03806",NA,NA
"Otu03807",NA,NA
"Otu03809",NA,NA
"Otu03810",NA,NA
"Otu03811",NA,NA
"Otu03812",NA,NA
"Otu03813",NA,NA
"Otu03816",NA,NA
"Otu03817",NA,NA
"Otu03818",NA,NA
"Otu03820",NA,NA
"Otu03821",NA,NA
"Otu03822",NA,NA
"Otu03823",NA,NA
"Otu03824",NA,NA
"Otu03825",NA,NA
"Otu03826",NA,NA
"Otu03827",NA,NA
"Otu03828",NA,NA
"Otu03830",NA,NA
"Otu03832",NA,NA
"Otu03833",NA,NA
"Otu03834",NA,NA
"Otu03835",NA,NA
"Otu03836",NA,NA
"Otu03838",NA,NA
"Otu03839",NA,NA
"Otu03841",NA,NA
"Otu03842",NA,NA
"Otu03845",NA,NA
"Otu03846",NA,NA
"Otu03847",NA,NA
"Otu03848",NA,NA
"Otu03849",NA,NA
"Otu03853",NA,NA
"Otu03857",NA,NA
"Otu03858",NA,NA
"Otu03859",NA,NA
"Otu03860",NA,NA
"Otu03861","Paracoccus","homiensis/kamogawaensis/seriniphilus/zeaxanthinifaciens"
"Otu03862",NA,NA
"Otu03864",NA,NA
"Otu03867",NA,NA
"Otu03868",NA,NA
"Otu03869",NA,NA
"Otu03872",NA,NA
"Otu03873","Faecalibacterium","prausnitzii"
"Otu03877",NA,NA
"Otu03878",NA,NA
"Otu03879",NA,NA
"Otu03880",NA,NA
"Otu03881",NA,NA
"Otu03882",NA,NA
"Otu03883",NA,NA
"Otu03884",NA,NA
"Otu03886",NA,NA
"Otu03888",NA,NA
"Otu03889",NA,NA
"Otu03892",NA,NA
"Otu03893",NA,NA
"Otu03894",NA,NA
"Otu03896",NA,NA
"Otu03898",NA,NA
"Otu03899",NA,NA
"Otu03901","Panacagrimonas","perspica"
"Otu03902",NA,NA
"Otu03904",NA,NA
"Otu03905",NA,NA
"Otu03906",NA,NA
"Otu03907",NA,NA
"Otu03908",NA,NA
"Otu03909",NA,NA
"Otu03910",NA,NA
"Otu03911",NA,NA
"Otu03912",NA,NA
"Otu03914","Maribius","pelagius/salinus"
"Otu03915",NA,NA
"Otu03916",NA,NA
"Otu03917",NA,NA
"Otu03918",NA,NA
"Otu03919",NA,NA
"Otu03920",NA,NA
"Otu03921",NA,NA
"Otu03922",NA,NA
"Otu03924","Bifidobacterium","angulatum/merycicum"
"Otu03925","Nitratireductor","basaltis"
"Otu03926",NA,NA
"Otu03927",NA,NA
"Otu03928",NA,NA
"Otu03929",NA,NA
"Otu03930",NA,NA
"Otu03931",NA,NA
"Otu03936",NA,NA
"Otu03938",NA,NA
"Otu03939",NA,NA
"Otu03940",NA,NA
"Otu03942",NA,NA
"Otu03943",NA,NA
"Otu03944",NA,NA
"Otu03945",NA,NA
"Otu03946",NA,"flagellatus/omphalii"
"Otu03949",NA,NA
"Otu03950","Clostridioides","difficile"
"Otu03952",NA,NA
"Otu03953","Porphyrobacter","colymbi/donghaensis/neustonensis/sanguineus/tepidarius"
"Otu03955","Denitratisoma","oestradiolicum"
"Otu03956",NA,NA
"Otu03957",NA,NA
"Otu03958",NA,NA
"Otu03959",NA,NA
"Otu03960",NA,NA
"Otu03961",NA,NA
"Otu03962","Persicobacter","psychrovividus"
"Otu03963",NA,NA
"Otu03964","Bacillus","circulans/hisashii/thermoamylovorans"
"Otu03965","Agarivorans","albus"
"Otu03966",NA,NA
"Otu03967",NA,NA
"Otu03968",NA,NA
"Otu03969",NA,NA
"Otu03970",NA,NA
"Otu03971",NA,NA
"Otu03972","Eisenbergiella","tayi"
"Otu03973",NA,NA
"Otu03974",NA,NA
"Otu03975",NA,NA
"Otu03976",NA,NA
"Otu03977",NA,NA
"Otu03978",NA,NA
"Otu03979",NA,NA
"Otu03980",NA,NA
"Otu03981",NA,NA
"Otu03982",NA,NA
"Otu03984",NA,NA
"Otu03986",NA,NA
"Otu03987",NA,NA
"Otu03989",NA,NA
"Otu03990",NA,NA
"Otu03991",NA,NA
"Otu03995",NA,NA
"Otu03996",NA,NA
"Otu03998",NA,NA
"Otu03999",NA,NA
"Otu04001",NA,NA
"Otu04002","Albimonas","pacifica"
"Otu04003",NA,NA
"Otu04005",NA,NA
"Otu04006",NA,NA
"Otu04007",NA,NA
"Otu04008",NA,NA
"Otu04009",NA,NA
"Otu04010",NA,NA
"Otu04011","Parabacteroides","distasonis"
"Otu04013",NA,NA
"Otu04014",NA,NA
"Otu04015",NA,NA
"Otu04016",NA,NA
"Otu04017",NA,NA
"Otu04018",NA,NA
"Otu04019",NA,NA
"Otu04021",NA,NA
"Otu04023",NA,NA
"Otu04024","Colwellia","psychrerythraea"
"Otu04025",NA,NA
"Otu04028",NA,NA
"Otu04029",NA,NA
"Otu04030",NA,NA
"Otu04035",NA,NA
"Otu04037",NA,NA
"Otu04038",NA,NA
"Otu04039",NA,NA
"Otu04040",NA,NA
"Otu04041",NA,NA
"Otu04042",NA,NA
"Otu04043",NA,"dioscoreae/gyiorum"
"Otu04044",NA,NA
"Otu04045",NA,NA
"Otu04046",NA,NA
"Otu04047",NA,NA
"Otu04048",NA,NA
"Otu04049",NA,NA
"Otu04050",NA,NA
"Otu04051",NA,NA
"Otu04052",NA,NA
"Otu04053",NA,NA
"Otu04054",NA,NA
"Otu04056","Laribacter","hongkongensis"
"Otu04058",NA,NA
"Otu04061",NA,NA
"Otu04063",NA,NA
"Otu04067",NA,NA
"Otu04069",NA,NA
"Otu04070",NA,NA
"Otu04071",NA,NA
"Otu04072",NA,NA
"Otu04073",NA,NA
"Otu04075",NA,NA
"Otu04076",NA,NA
"Otu04077",NA,NA
"Otu04079",NA,NA
"Otu04080",NA,NA
"Otu04081",NA,NA
"Otu04083",NA,NA
"Otu04084",NA,NA
"Otu04087",NA,NA
"Otu04089","Kiloniella","litopenaei"
"Otu04090",NA,NA
"Otu04091",NA,NA
"Otu04092",NA,NA
"Otu04093",NA,NA
"Otu04094",NA,NA
"Otu04095",NA,NA
"Otu04096","Acinetobacter","baumannii/bouvetii/haemolyticus/johnsonii/junii/lwoffii/oleivorans/oryzae/schindleri"
"Otu04097",NA,NA
"Otu04098",NA,NA
"Otu04102",NA,NA
"Otu04103",NA,NA
"Otu04106",NA,NA
"Otu04107",NA,NA
"Otu04108",NA,NA
"Otu04109",NA,NA
"Otu04110",NA,NA
"Otu04112",NA,NA
"Otu04114",NA,NA
"Otu04115",NA,NA
"Otu04118",NA,NA
"Otu04119","Parabacteroides","distasonis"
"Otu04121",NA,NA
"Otu04122",NA,NA
"Otu04123",NA,NA
"Otu04124",NA,NA
"Otu04125",NA,NA
"Otu04126",NA,NA
"Otu04127",NA,NA
"Otu04129",NA,NA
"Otu04130",NA,NA
"Otu04131",NA,NA
"Otu04132",NA,NA
"Otu04133",NA,NA
"Otu04135",NA,NA
"Otu04136",NA,NA
"Otu04137",NA,NA
"Otu04138",NA,NA
"Otu04139","Moritella","abyssi/dasanensis/japonica/marina/profunda/viscosa"
"Otu04141",NA,NA
"Otu04143",NA,NA
"Otu04144",NA,NA
"Otu04145",NA,NA
"Otu04146",NA,NA
"Otu04148",NA,NA
"Otu04149",NA,NA
"Otu04150",NA,NA
"Otu04152",NA,NA
"Otu04153",NA,NA
"Otu04154",NA,NA
"Otu04155",NA,NA
"Otu04156",NA,NA
"Otu04157",NA,NA
"Otu04158",NA,NA
"Otu04159",NA,NA
"Otu04161",NA,NA
"Otu04162",NA,NA
"Otu04163",NA,NA
"Otu04164",NA,NA
"Otu04165",NA,NA
"Otu04167",NA,NA
"Otu04168",NA,NA
"Otu04169","Leucobacter","chromiireducens/kyeonggiensis/luti/tardus"
"Otu04171",NA,NA
"Otu04172",NA,NA
"Otu04173",NA,NA
"Otu04174",NA,NA
"Otu04175",NA,NA
"Otu04176",NA,NA
"Otu04177",NA,NA
"Otu04178",NA,NA
"Otu04179",NA,NA
"Otu04182",NA,NA
"Otu04184",NA,NA
"Otu04185",NA,NA
"Otu04186",NA,NA
"Otu04187",NA,NA
"Otu04188",NA,NA
"Otu04190",NA,NA
"Otu04191","Pyruvatibacter","mobilis"
"Otu04193",NA,NA
"Otu04194",NA,NA
"Otu04195",NA,NA
"Otu04196",NA,NA
"Otu04197",NA,NA
"Otu04198",NA,NA
"Otu04199",NA,NA
"Otu04205",NA,NA
"Otu04206",NA,NA
"Otu04207",NA,NA
"Otu04208",NA,NA
"Otu04209",NA,NA
"Otu04210",NA,NA
"Otu04211",NA,NA
"Otu04213",NA,NA
"Otu04214",NA,NA
"Otu04217",NA,NA
"Otu04221",NA,NA
"Otu04222",NA,NA
"Otu04226",NA,NA
"Otu04227",NA,NA
"Otu04228",NA,NA
"Otu04229",NA,NA
"Otu04230",NA,NA
"Otu04232",NA,NA
"Otu04234",NA,NA
"Otu04235",NA,NA
"Otu04236","Anaeromicrobium","sediminis"
"Otu04237",NA,NA
"Otu04238",NA,NA
"Otu04239",NA,NA
"Otu04241",NA,NA
"Otu04242",NA,NA
"Otu04243",NA,NA
"Otu04246",NA,NA
"Otu04247",NA,NA
"Otu04248",NA,NA
"Otu04249",NA,NA
"Otu04250",NA,NA
"Otu04252",NA,NA
"Otu04253",NA,NA
"Otu04256",NA,NA
"Otu04257",NA,NA
"Otu04258",NA,NA
"Otu04259",NA,NA
"Otu04261",NA,NA
"Otu04263",NA,NA
"Otu04264",NA,NA
"Otu04265",NA,NA
"Otu04266",NA,NA
"Otu04267",NA,NA
"Otu04268",NA,NA
"Otu04270",NA,NA
"Otu04273",NA,NA
"Otu04274","Oceanicola","granulosus"
"Otu04275",NA,NA
"Otu04276",NA,NA
"Otu04277",NA,NA
"Otu04278",NA,NA
"Otu04279",NA,NA
"Otu04280",NA,NA
"Otu04281",NA,NA
"Otu04284",NA,"aggregatum/daejeonense/ipomoeae/rosettiformans/vitis"
"Otu04285",NA,NA
"Otu04287",NA,NA
"Otu04288",NA,NA
"Otu04289",NA,NA
"Otu04290",NA,NA
"Otu04291",NA,NA
"Otu04292",NA,NA
"Otu04294",NA,NA
"Otu04295",NA,NA
"Otu04296",NA,NA
"Otu04297",NA,NA
"Otu04299",NA,NA
"Otu04300",NA,NA
"Otu04301",NA,NA
"Otu04302",NA,NA
"Otu04303",NA,NA
"Otu04304",NA,NA
"Otu04305",NA,NA
"Otu04306",NA,NA
"Otu04313",NA,NA
"Otu04314",NA,NA
"Otu04315",NA,NA
"Otu04316",NA,NA
"Otu04317",NA,NA
"Otu04318",NA,NA
"Otu04319",NA,NA
"Otu04320",NA,NA
"Otu04321",NA,NA
"Otu04323",NA,NA
"Otu04324",NA,NA
"Otu04325",NA,NA
"Otu04326",NA,NA
"Otu04327",NA,NA
"Otu04328",NA,NA
"Otu04329",NA,NA
"Otu04330",NA,NA
"Otu04331",NA,NA
"Otu04332",NA,NA
"Otu04333",NA,NA
"Otu04335",NA,NA
"Otu04336",NA,NA
"Otu04337",NA,NA
"Otu04338",NA,NA
"Otu04339",NA,NA
"Otu04340",NA,NA
"Otu04342",NA,NA
"Otu04343","Algicola","sagamiensis"
"Otu04344",NA,NA
"Otu04345","Curvibacter","gracilis/lanceolatus"
"Otu04346",NA,NA
"Otu04347",NA,NA
"Otu04349",NA,NA
"Otu04350",NA,NA
"Otu04351",NA,NA
"Otu04352",NA,NA
"Otu04353",NA,NA
"Otu04355",NA,NA
"Otu04356",NA,NA
"Otu04357",NA,NA
"Otu04358",NA,NA
"Otu04359",NA,NA
"Otu04361",NA,NA
"Otu04364",NA,NA
"Otu04365",NA,NA
"Otu04366",NA,NA
"Otu04367",NA,NA
"Otu04368",NA,NA
"Otu04370",NA,NA
"Otu04371",NA,NA
"Otu04373",NA,NA
"Otu04374",NA,NA
"Otu04377",NA,"elongatum/zhejiangensis"
"Otu04378",NA,NA
"Otu04379",NA,NA
"Otu04380",NA,NA
"Otu04383",NA,NA
"Otu04384",NA,NA
"Otu04385",NA,NA
"Otu04386",NA,NA
"Otu04391",NA,NA
"Otu04392",NA,NA
"Otu04393",NA,NA
"Otu04394",NA,NA
"Otu04396",NA,NA
"Otu04397",NA,NA
"Otu04398",NA,NA
"Otu04399","Maricurvus","nonylphenolicus"
"Otu04403",NA,NA
"Otu04404",NA,NA
"Otu04405",NA,NA
"Otu04406",NA,NA
"Otu04407",NA,NA
"Otu04410",NA,NA
"Otu04411",NA,NA
"Otu04414",NA,NA
"Otu04418",NA,NA
"Otu04419",NA,NA
"Otu04420",NA,NA
"Otu04421",NA,NA
"Otu04424",NA,NA
"Otu04425",NA,NA
"Otu04426",NA,NA
"Otu04428",NA,NA
"Otu04429",NA,NA
"Otu04430",NA,NA
"Otu04431",NA,NA
"Otu04432",NA,NA
"Otu04433",NA,NA
"Otu04435",NA,NA
"Otu04436",NA,NA
"Otu04437",NA,NA
"Otu04438",NA,NA
"Otu04439",NA,NA
"Otu04441",NA,NA
"Otu04442",NA,NA
"Otu04443",NA,NA
"Otu04444",NA,NA
"Otu04449",NA,NA
"Otu04450",NA,NA
"Otu04451",NA,NA
"Otu04453",NA,NA
"Otu04454",NA,NA
"Otu04455",NA,NA
"Otu04456",NA,NA
"Otu04457",NA,NA
"Otu04458",NA,NA
"Otu04460",NA,NA
"Otu04461",NA,NA
"Otu04462",NA,NA
"Otu04463",NA,NA
"Otu04464","Acinetobacter","baumannii/calcoaceticus/indicus/radioresistens/refrigeratoris/variabilis"
"Otu04465",NA,NA
"Otu04466",NA,NA
"Otu04467",NA,NA
"Otu04469",NA,NA
"Otu04470",NA,NA
"Otu04471",NA,NA
"Otu04472",NA,NA
"Otu04473",NA,NA
"Otu04474",NA,NA
"Otu04475",NA,NA
"Otu04476",NA,NA
"Otu04477",NA,NA
"Otu04478",NA,NA
"Otu04481",NA,NA
"Otu04482","Lewinella","marina"
"Otu04483",NA,NA
"Otu04484",NA,NA
"Otu04485",NA,NA
"Otu04486",NA,NA
"Otu04487",NA,NA
"Otu04489",NA,NA
"Otu04490",NA,NA
"Otu04491",NA,NA
"Otu04492",NA,NA
"Otu04494",NA,NA
"Otu04495",NA,NA
"Otu04497",NA,NA
"Otu04498",NA,NA
"Otu04500",NA,NA
"Otu04502",NA,NA
"Otu04503",NA,NA
"Otu04504",NA,NA
"Otu04505",NA,NA
"Otu04506",NA,NA
"Otu04507",NA,NA
"Otu04509",NA,NA
"Otu04510",NA,NA
"Otu04511",NA,NA
"Otu04512",NA,NA
"Otu04513",NA,NA
"Otu04516",NA,NA
"Otu04519",NA,NA
"Otu04520",NA,NA
"Otu04523",NA,NA
"Otu04524",NA,NA
"Otu04525",NA,NA
"Otu04526",NA,NA
"Otu04527",NA,NA
"Otu04528",NA,NA
"Otu04529",NA,NA
"Otu04530",NA,NA
"Otu04531","Muricauda","antarctica/aquimarina/beolgyonensis/lutimaris/taeanensis/zhangzhouensis"
"Otu04532",NA,NA
"Otu04533",NA,NA
"Otu04534",NA,NA
"Otu04535",NA,NA
"Otu04536",NA,NA
"Otu04537",NA,NA
"Otu04538",NA,NA
"Otu04539",NA,NA
"Otu04540",NA,NA
"Otu04541",NA,NA
"Otu04543",NA,NA
"Otu04545",NA,NA
"Otu04546","Alistipes","shahii"
"Otu04547",NA,NA
"Otu04548",NA,NA
"Otu04549",NA,NA
"Otu04550",NA,NA
"Otu04552",NA,NA
"Otu04553",NA,NA
"Otu04554",NA,NA
"Otu04555",NA,NA
"Otu04556",NA,NA
"Otu04557",NA,NA
"Otu04558",NA,NA
"Otu04559",NA,NA
"Otu04560",NA,NA
"Otu04561",NA,NA
"Otu04564",NA,NA
"Otu04565",NA,NA
"Otu04566",NA,NA
"Otu04568",NA,NA
"Otu04569",NA,NA
"Otu04570",NA,NA
"Otu04571",NA,NA
"Otu04573",NA,NA
"Otu04574",NA,NA
"Otu04575",NA,NA
"Otu04576",NA,NA
"Otu04577",NA,NA
"Otu04579",NA,NA
"Otu04581",NA,NA
"Otu04582",NA,NA
"Otu04583",NA,NA
"Otu04585",NA,NA
"Otu04586",NA,NA
"Otu04587",NA,NA
"Otu04591",NA,NA
"Otu04593",NA,NA
"Otu04594",NA,NA
"Otu04595",NA,NA
"Otu04596",NA,NA
"Otu04597",NA,NA
"Otu04601",NA,NA
"Otu04602","Novosphingobium","aromaticivorans/subterraneum"
"Otu04603",NA,NA
"Otu04604",NA,NA
"Otu04605",NA,NA
"Otu04606",NA,NA
"Otu04607",NA,NA
"Otu04608",NA,NA
"Otu04609",NA,NA
"Otu04610",NA,NA
"Otu04612",NA,NA
"Otu04613",NA,NA
"Otu04615",NA,NA
"Otu04616",NA,NA
"Otu04619",NA,NA
"Otu04620",NA,NA
"Otu04622",NA,NA
"Otu04627",NA,NA
"Otu04629",NA,NA
"Otu04630",NA,NA
"Otu04631",NA,NA
"Otu04632",NA,NA
"Otu04633",NA,NA
"Otu04634",NA,NA
"Otu04636",NA,NA
"Otu04637",NA,NA
"Otu04638",NA,NA
"Otu04639",NA,NA
"Otu04640",NA,NA
"Otu04641",NA,NA
"Otu04642","Selenomonas","bovis"
"Otu04644",NA,NA
"Otu04645",NA,NA
"Otu04646",NA,NA
"Otu04651",NA,NA
"Otu04652",NA,NA
"Otu04655",NA,NA
"Otu04656",NA,NA
"Otu04657",NA,NA
"Otu04658",NA,NA
"Otu04659",NA,NA
"Otu04660",NA,NA
"Otu04661",NA,NA
"Otu04662",NA,NA
"Otu04665",NA,NA
"Otu04667","Methylobacterium","adhaesivum"
"Otu04668",NA,NA
"Otu04669",NA,NA
"Otu04670","Hyphomonas","adhaerens/jannaschiana"
"Otu04671",NA,NA
"Otu04672",NA,NA
"Otu04673",NA,NA
"Otu04674",NA,NA
"Otu04675",NA,NA
"Otu04676",NA,NA
"Otu04678",NA,NA
"Otu04679",NA,NA
"Otu04681",NA,NA
"Otu04682",NA,NA
"Otu04683",NA,NA
"Otu04684",NA,NA
"Otu04686",NA,NA
"Otu04687",NA,NA
"Otu04688",NA,NA
"Otu04689",NA,NA
"Otu04692",NA,NA
"Otu04693",NA,NA
"Otu04694",NA,NA
"Otu04695",NA,NA
"Otu04696",NA,NA
"Otu04699",NA,NA
"Otu04700",NA,NA
"Otu04701",NA,NA
"Otu04702",NA,NA
"Otu04706",NA,NA
"Otu04708",NA,NA
"Otu04709",NA,NA
"Otu04712",NA,NA
"Otu04713",NA,NA
"Otu04714",NA,NA
"Otu04715",NA,NA
"Otu04716",NA,NA
"Otu04717",NA,NA
"Otu04718",NA,NA
"Otu04719",NA,NA
"Otu04720","Hyphomicrobium","zavarzinii"
"Otu04723",NA,NA
"Otu04724",NA,NA
"Otu04725",NA,NA
"Otu04727",NA,NA
"Otu04730",NA,NA
"Otu04731",NA,NA
"Otu04733",NA,NA
"Otu04734",NA,NA
"Otu04735",NA,NA
"Otu04736",NA,NA
"Otu04737",NA,NA
"Otu04739",NA,NA
"Otu04742",NA,NA
"Otu04743",NA,"amalonaticus/braakii/cloacae/europaeus/freundii/gillenii/hormaechei/koseri/murliniae/ornithinolytica/pasteurii/terrigena/werkmanii/youngae"
"Otu04744",NA,NA
"Otu04745",NA,NA
"Otu04749","Polymorphum","gilvum"
"Otu04750",NA,NA
"Otu04751","Coraliomargarita","akajimensis"
"Otu04752",NA,NA
"Otu04753",NA,NA
"Otu04754",NA,NA
"Otu04756",NA,NA
"Otu04758",NA,NA
"Otu04759","Salegentibacter","mishustinae/salarius/salinarum"
"Otu04760",NA,NA
"Otu04761",NA,NA
"Otu04763",NA,NA
"Otu04766",NA,NA
"Otu04768",NA,NA
"Otu04769",NA,NA
"Otu04770",NA,NA
"Otu04771",NA,NA
"Otu04772",NA,NA
"Otu04773",NA,NA
"Otu04774",NA,NA
"Otu04776",NA,NA
"Otu04777",NA,NA
"Otu04778",NA,NA
"Otu04779",NA,NA
"Otu04780",NA,NA
"Otu04781",NA,NA
"Otu04782",NA,NA
"Otu04785",NA,NA
"Otu04786",NA,NA
"Otu04787",NA,NA
"Otu04788",NA,NA
"Otu04789",NA,NA
"Otu04790",NA,NA
"Otu04792",NA,NA
"Otu04793","Pseudovibrio","denitrificans"
"Otu04794",NA,NA
"Otu04795",NA,NA
"Otu04796",NA,NA
"Otu04799",NA,NA
"Otu04800",NA,NA
"Otu04801",NA,NA
"Otu04802",NA,NA
"Otu04803",NA,NA
"Otu04805",NA,NA
"Otu04806",NA,NA
"Otu04807","Rhodoblastus","acidophilus/sphagnicola"
"Otu04810",NA,NA
"Otu04811",NA,NA
"Otu04812",NA,NA
"Otu04814",NA,NA
"Otu04815",NA,NA
"Otu04818",NA,NA
"Otu04819",NA,NA
"Otu04820",NA,NA
"Otu04821",NA,NA
"Otu04822",NA,NA
"Otu04824",NA,NA
"Otu04825",NA,NA
"Otu04826",NA,"amalonaticus/cloacae/farmeri/gergoviae/lignolyticus/ludwigii/pyrinus/sedlakii"
"Otu04828",NA,NA
"Otu04829",NA,NA
"Otu04831",NA,NA
"Otu04832",NA,NA
"Otu04833",NA,NA
"Otu04834",NA,NA
"Otu04835",NA,NA
"Otu04836",NA,NA
"Otu04837",NA,NA
"Otu04838",NA,NA
"Otu04839",NA,NA
"Otu04842",NA,NA
"Otu04843",NA,NA
"Otu04844",NA,NA
"Otu04845",NA,NA
"Otu04846",NA,NA
"Otu04847",NA,NA
"Otu04848",NA,NA
"Otu04849","Citreicella","marina/thiooxidans"
"Otu04851",NA,NA
"Otu04855",NA,NA
"Otu04856",NA,NA
"Otu04857",NA,NA
"Otu04863",NA,NA
"Otu04865",NA,NA
"Otu04867","Spongiibacter","marinus/tropicus"
"Otu04868",NA,NA
"Otu04869",NA,NA
"Otu04873",NA,NA
"Otu04875",NA,NA
"Otu04876",NA,NA
"Otu04877",NA,NA
"Otu04878",NA,NA
"Otu04879",NA,NA
"Otu04880",NA,NA
"Otu04881",NA,NA
"Otu04882","Lactobacillus","ruminis"
"Otu04884",NA,NA
"Otu04886",NA,NA
"Otu04887",NA,NA
"Otu04888",NA,NA
"Otu04890",NA,NA
"Otu04891",NA,NA
"Otu04892",NA,NA
"Otu04894",NA,NA
"Otu04895",NA,NA
"Otu04896",NA,NA
"Otu04897",NA,NA
"Otu04900",NA,NA
"Otu04903",NA,NA
"Otu04904",NA,NA
"Otu04905",NA,NA
"Otu04906",NA,NA
"Otu04907",NA,NA
"Otu04908",NA,NA
"Otu04909",NA,NA
"Otu04910",NA,NA
"Otu04911",NA,NA
"Otu04914",NA,NA
"Otu04916",NA,NA
"Otu04918",NA,NA
"Otu04919",NA,NA
"Otu04920",NA,NA
"Otu04921",NA,NA
"Otu04922",NA,NA
"Otu04923",NA,NA
"Otu04925",NA,NA
"Otu04926",NA,NA
"Otu04928",NA,NA
"Otu04929",NA,NA
"Otu04930",NA,NA
"Otu04931",NA,NA
"Otu04932",NA,NA
"Otu04935",NA,NA
"Otu04936",NA,NA
"Otu04939",NA,NA
"Otu04940",NA,NA
"Otu04941",NA,NA
"Otu04942",NA,NA
"Otu04944",NA,NA
"Otu04945",NA,NA
"Otu04946",NA,NA
"Otu04947","Methylobacterium","komagatae"
"Otu04948",NA,NA
"Otu04949",NA,NA
"Otu04950",NA,NA
"Otu04951",NA,NA
"Otu04952",NA,NA
"Otu04953",NA,NA
"Otu04954",NA,NA
"Otu04956",NA,NA
"Otu04958",NA,NA
"Otu04960",NA,NA
"Otu04961",NA,NA
"Otu04964",NA,NA
"Otu04965",NA,NA
"Otu04966",NA,NA
"Otu04967",NA,NA
"Otu04968",NA,NA
"Otu04969",NA,NA
"Otu04971",NA,NA
"Otu04972",NA,NA
"Otu04973",NA,NA
"Otu04975","Vibrio","marisflavi"
"Otu04976",NA,NA
"Otu04977",NA,NA
"Otu04978",NA,NA
"Otu04980",NA,NA
"Otu04981",NA,NA
"Otu04982",NA,NA
"Otu04983",NA,NA
"Otu04987",NA,NA
"Otu04990","Pantoea","agglomerans/allii/ananatis/anthophila/brenneri/calida/coffeiphila/conspicua/cypripedii/deleyi/dispersa/eucrina/gaviniae/stewartii/vagans/wallisii"
"Otu04991",NA,NA
"Otu04992",NA,NA
"Otu04993",NA,NA
"Otu04994",NA,NA
"Otu04995",NA,NA
"Otu04999",NA,NA
"Otu05000",NA,NA
"Otu05001",NA,NA
"Otu05002",NA,NA
"Otu05003","Neptuniibacter","caesariensis"
"Otu05004",NA,NA
"Otu05005",NA,NA
"Otu05006",NA,NA
"Otu05008",NA,NA
"Otu05009",NA,NA
"Otu05010",NA,NA
"Otu05011",NA,NA
"Otu05012",NA,NA
"Otu05013",NA,NA
"Otu05014",NA,NA
"Otu05016",NA,NA
"Otu05017",NA,NA
"Otu05019",NA,NA
"Otu05020",NA,NA
"Otu05021",NA,NA
"Otu05022",NA,NA
"Otu05023",NA,NA
"Otu05025",NA,NA
"Otu05027",NA,NA
"Otu05028",NA,NA
"Otu05029",NA,NA
"Otu05030",NA,NA
"Otu05031",NA,NA
"Otu05032",NA,NA
"Otu05036",NA,NA
"Otu05037",NA,NA
"Otu05038",NA,NA
"Otu05041",NA,NA
"Otu05042",NA,NA
"Otu05043",NA,NA
"Otu05044",NA,NA
"Otu05045","Roseovarius","atlanticus"
"Otu05046",NA,NA
"Otu05047",NA,NA
"Otu05048",NA,NA
"Otu05049",NA,NA
"Otu05050",NA,NA
"Otu05051",NA,NA
"Otu05052",NA,NA
"Otu05053","Alcanivorax","nanhaiticus"
"Otu05054","Dasania","marina"
"Otu05055",NA,NA
"Otu05056",NA,NA
"Otu05057",NA,NA
"Otu05059",NA,NA
"Otu05060",NA,NA
"Otu05063",NA,NA
"Otu05064",NA,NA
"Otu05065",NA,NA
"Otu05066",NA,NA
"Otu05067",NA,NA
"Otu05068",NA,NA
"Otu05069",NA,NA
"Otu05070",NA,NA
"Otu05071",NA,NA
"Otu05072",NA,NA
"Otu05073",NA,NA
"Otu05074",NA,"antarcticus/geojedonensis/pacificus/saemankumensis/sediminicola"
"Otu05075",NA,NA
"Otu05077",NA,NA
"Otu05078",NA,NA
"Otu05081",NA,NA
"Otu05082",NA,NA
"Otu05084",NA,NA
"Otu05085","Polaribacter","reichenbachii"
"Otu05086",NA,NA
"Otu05087",NA,NA
"Otu05089",NA,NA
"Otu05092",NA,NA
"Otu05093",NA,NA
"Otu05094",NA,NA
"Otu05096",NA,NA
"Otu05098",NA,NA
"Otu05099",NA,NA
"Otu05100","Eubacterium","aggregans/barkeri"
"Otu05101",NA,NA
"Otu05102",NA,NA
"Otu05103",NA,NA
"Otu05104",NA,NA
"Otu05105",NA,NA
"Otu05106",NA,NA
"Otu05107",NA,NA
"Otu05108",NA,NA
"Otu05110",NA,NA
"Otu05111",NA,NA
"Otu05112",NA,NA
"Otu05115",NA,NA
"Otu05116",NA,NA
"Otu05118",NA,NA
"Otu05119",NA,NA
"Otu05120",NA,NA
"Otu05121",NA,NA
"Otu05124",NA,NA
"Otu05126","Holdemanella","biformis"
"Otu05129",NA,NA
"Otu05131",NA,NA
"Otu05132",NA,NA
"Otu05133",NA,NA
"Otu05135",NA,NA
"Otu05136","Desulfomicrobium","baculatum"
"Otu05137",NA,NA
"Otu05139",NA,NA
"Otu05140",NA,NA
"Otu05141",NA,NA
"Otu05142",NA,NA
"Otu05143",NA,NA
"Otu05144",NA,NA
"Otu05145",NA,NA
"Otu05146",NA,NA
"Otu05147",NA,NA
"Otu05148",NA,NA
"Otu05149",NA,NA
"Otu05150",NA,NA
"Otu05152",NA,NA
"Otu05153",NA,NA
"Otu05154",NA,NA
"Otu05155",NA,NA
"Otu05156",NA,NA
"Otu05157",NA,NA
"Otu05158",NA,NA
"Otu05160",NA,NA
"Otu05161",NA,NA
"Otu05162",NA,NA
"Otu05163",NA,NA
