"","Genus","Species"
"Otu04145",NA,NA
"Otu04146",NA,NA
"Otu04147",NA,NA
"Otu04148",NA,NA
"Otu04149",NA,NA
"Otu04150",NA,NA
"Otu04152",NA,NA
"Otu04153",NA,NA
"Otu04154",NA,NA
"Otu04155",NA,NA
"Otu04156","Kocuria","indica/marina/rhizophila"
"Otu04157",NA,NA
"Otu04158",NA,NA
"Otu04159",NA,NA
"Otu04160",NA,NA
"Otu04161",NA,NA
"Otu04162",NA,NA
"Otu04163","Allisonella","histaminiformans"
"Otu04164",NA,NA
"Otu04166",NA,NA
"Otu04167",NA,NA
"Otu04168",NA,NA
"Otu04170",NA,NA
"Otu04171",NA,NA
"Otu04172",NA,NA
"Otu04174",NA,NA
"Otu04175",NA,NA
"Otu04176",NA,NA
"Otu04177",NA,NA
"Otu04179",NA,NA
"Otu04180",NA,NA
"Otu04181",NA,NA
"Otu04182",NA,NA
"Otu04183",NA,NA
"Otu04184",NA,NA
"Otu04185",NA,NA
"Otu04186",NA,NA
"Otu04187",NA,NA
"Otu04188",NA,NA
"Otu04190",NA,NA
"Otu04191",NA,NA
"Otu04192",NA,NA
"Otu04193",NA,NA
"Otu04194",NA,NA
"Otu04195",NA,NA
"Otu04196",NA,NA
"Otu04197",NA,NA
"Otu04199",NA,NA
"Otu04200",NA,NA
"Otu04201",NA,NA
"Otu04202",NA,NA
"Otu04203",NA,NA
"Otu04205",NA,NA
"Otu04206",NA,NA
"Otu04207",NA,NA
"Otu04208",NA,NA
"Otu04210",NA,NA
"Otu04211",NA,NA
"Otu04212",NA,NA
"Otu04213",NA,NA
"Otu04214",NA,NA
"Otu04215",NA,NA
"Otu04216",NA,NA
"Otu04217",NA,NA
"Otu04218",NA,NA
"Otu04219",NA,NA
"Otu04220",NA,NA
"Otu04221",NA,NA
"Otu04222",NA,NA
"Otu04223",NA,NA
"Otu04224",NA,NA
"Otu04225",NA,NA
"Otu04226",NA,NA
"Otu04227",NA,NA
"Otu04228",NA,NA
"Otu04229",NA,NA
"Otu04230",NA,NA
"Otu04231",NA,NA
"Otu04232",NA,NA
"Otu04233",NA,NA
"Otu04236",NA,NA
"Otu04237",NA,NA
"Otu04238",NA,NA
"Otu04239",NA,NA
"Otu04240",NA,NA
"Otu04241",NA,NA
"Otu04242",NA,NA
"Otu04244","Stenotrophomonas","acidaminiphila/maltophilia/nitritireducens"
"Otu04245",NA,NA
"Otu04246",NA,NA
"Otu04247",NA,NA
"Otu04249",NA,NA
"Otu04250",NA,NA
"Otu04251",NA,NA
"Otu04252",NA,NA
"Otu04253",NA,NA
"Otu04254",NA,NA
"Otu04255",NA,NA
"Otu04257",NA,NA
"Otu04258",NA,NA
"Otu04261",NA,NA
"Otu04263",NA,NA
"Otu04264",NA,NA
"Otu04266",NA,NA
"Otu04267",NA,NA
"Otu04268",NA,NA
"Otu04269",NA,NA
"Otu04270",NA,NA
"Otu04271",NA,NA
"Otu04272",NA,NA
"Otu04273",NA,NA
"Otu04274",NA,NA
"Otu04275",NA,NA
"Otu04276",NA,NA
"Otu04277",NA,NA
"Otu04278",NA,NA
"Otu04279",NA,NA
"Otu04280",NA,NA
"Otu04281",NA,NA
"Otu04282",NA,NA
"Otu04283",NA,NA
"Otu04284",NA,NA
"Otu04285",NA,NA
"Otu04286",NA,NA
"Otu04287",NA,NA
"Otu04288",NA,NA
"Otu04289",NA,NA
"Otu04290",NA,NA
"Otu04291",NA,NA
"Otu04292",NA,NA
"Otu04293",NA,NA
"Otu04294",NA,NA
"Otu04295",NA,NA
"Otu04296",NA,NA
"Otu04297",NA,NA
"Otu04298",NA,NA
"Otu04299",NA,NA
"Otu04302",NA,NA
"Otu04303",NA,NA
"Otu04304",NA,NA
"Otu04305",NA,NA
"Otu04306",NA,NA
"Otu04307",NA,NA
"Otu04308",NA,NA
"Otu04309",NA,NA
"Otu04310",NA,NA
"Otu04312",NA,NA
"Otu04313",NA,NA
"Otu04314",NA,NA
"Otu04315",NA,NA
"Otu04316",NA,NA
"Otu04317",NA,NA
"Otu04318",NA,NA
"Otu04319",NA,NA
"Otu04320",NA,NA
"Otu04321",NA,NA
"Otu04322",NA,NA
"Otu04323",NA,NA
"Otu04324",NA,NA
"Otu04325",NA,NA
"Otu04326",NA,NA
"Otu04327",NA,NA
"Otu04328",NA,NA
"Otu04329",NA,NA
"Otu04330",NA,NA
"Otu04331",NA,NA
"Otu04332","Clostridium","aff./innocuum"
"Otu04333",NA,NA
"Otu04334",NA,NA
"Otu04335",NA,NA
"Otu04337",NA,NA
"Otu04338",NA,NA
"Otu04339",NA,NA
"Otu04340",NA,NA
"Otu04341",NA,NA
"Otu04342",NA,NA
"Otu04343",NA,NA
"Otu04345",NA,NA
"Otu04347",NA,NA
"Otu04348",NA,NA
"Otu04349",NA,NA
"Otu04350",NA,NA
"Otu04351",NA,NA
"Otu04352",NA,NA
"Otu04353",NA,NA
"Otu04354",NA,NA
"Otu04355",NA,NA
"Otu04356",NA,NA
"Otu04357",NA,NA
"Otu04358",NA,NA
"Otu04359",NA,NA
"Otu04360",NA,NA
"Otu04361",NA,NA
"Otu04362",NA,NA
"Otu04363",NA,NA
"Otu04364",NA,NA
"Otu04366",NA,NA
"Otu04367",NA,NA
"Otu04368",NA,NA
"Otu04369",NA,NA
"Otu04370",NA,NA
"Otu04371",NA,NA
"Otu04372",NA,NA
"Otu04376",NA,NA
"Otu04377",NA,NA
"Otu04378",NA,NA
"Otu04379",NA,NA
"Otu04380",NA,NA
"Otu04381",NA,NA
"Otu04382",NA,NA
"Otu04385",NA,NA
"Otu04386",NA,NA
"Otu04387",NA,NA
"Otu04388",NA,NA
"Otu04389",NA,NA
"Otu04393",NA,NA
"Otu04395",NA,NA
"Otu04396",NA,NA
"Otu04397",NA,NA
"Otu04398",NA,NA
"Otu04399",NA,NA
"Otu04400",NA,NA
"Otu04401",NA,NA
"Otu04402",NA,NA
"Otu04403","Sphingopyxis","alaskensis/bauzanensis/chilensis/fribergensis/ginsengisoli/italica/panaciterrae"
"Otu04404",NA,NA
"Otu04405",NA,NA
"Otu04406",NA,NA
"Otu04407",NA,NA
"Otu04408",NA,NA
"Otu04409",NA,NA
"Otu04411",NA,NA
"Otu04412",NA,NA
"Otu04413",NA,NA
"Otu04414",NA,NA
"Otu04416",NA,NA
"Otu04417",NA,NA
"Otu04418",NA,NA
"Otu04420",NA,NA
"Otu04421",NA,NA
"Otu04422",NA,NA
"Otu04423",NA,NA
"Otu04424",NA,NA
"Otu04425",NA,NA
"Otu04426",NA,NA
"Otu04427",NA,NA
"Otu04428",NA,NA
"Otu04429",NA,NA
"Otu04430",NA,NA
"Otu04432",NA,NA
"Otu04433",NA,NA
"Otu04434",NA,NA
"Otu04435",NA,NA
"Otu04436",NA,NA
"Otu04437",NA,NA
"Otu04438",NA,NA
"Otu04439",NA,NA
"Otu04440",NA,NA
"Otu04441",NA,NA
"Otu04442",NA,NA
"Otu04443",NA,NA
"Otu04444",NA,NA
"Otu04446",NA,NA
"Otu04447",NA,NA
"Otu04448",NA,NA
"Otu04451",NA,NA
"Otu04452","Clostridium","butyricum"
"Otu04453",NA,NA
"Otu04454",NA,NA
"Otu04455",NA,NA
"Otu04456",NA,NA
"Otu04457",NA,NA
"Otu04460",NA,NA
"Otu04461",NA,NA
"Otu04462",NA,NA
"Otu04463",NA,NA
"Otu04465",NA,NA
"Otu04466",NA,NA
"Otu04467",NA,NA
"Otu04468",NA,NA
"Otu04469",NA,NA
"Otu04470",NA,NA
"Otu04471",NA,NA
"Otu04472",NA,NA
"Otu04473",NA,NA
"Otu04474",NA,NA
"Otu04475",NA,NA
"Otu04476",NA,NA
"Otu04478",NA,NA
"Otu04479",NA,NA
"Otu04480",NA,NA
"Otu04481",NA,NA
"Otu04483",NA,NA
"Otu04484",NA,NA
"Otu04485",NA,NA
"Otu04486",NA,NA
"Otu04487",NA,NA
"Otu04488",NA,NA
"Otu04489",NA,NA
"Otu04492",NA,NA
"Otu04494",NA,NA
"Otu04495","Sedimenticola","selenatireducens/thiotaurini"
"Otu04496",NA,NA
"Otu04497",NA,NA
"Otu04499",NA,NA
"Otu04500",NA,NA
"Otu04501",NA,NA
"Otu04502",NA,NA
"Otu04503",NA,NA
"Otu04504",NA,NA
"Otu04505",NA,NA
"Otu04506",NA,NA
"Otu04507",NA,NA
"Otu04508",NA,NA
"Otu04511",NA,NA
"Otu04512",NA,NA
"Otu04513",NA,NA
"Otu04514",NA,NA
"Otu04515",NA,NA
"Otu04516",NA,NA
"Otu04517",NA,NA
"Otu04519",NA,NA
"Otu04520",NA,NA
"Otu04521",NA,NA
"Otu04522",NA,NA
"Otu04523",NA,NA
"Otu04524",NA,NA
"Otu04526",NA,NA
"Otu04527",NA,NA
"Otu04528",NA,NA
"Otu04529",NA,NA
"Otu04530",NA,NA
"Otu04531",NA,NA
"Otu04532",NA,NA
"Otu04533",NA,NA
"Otu04534",NA,NA
"Otu04535",NA,NA
"Otu04536",NA,NA
"Otu04537",NA,NA
"Otu04538",NA,NA
"Otu04539",NA,NA
"Otu04540",NA,NA
"Otu04541",NA,NA
"Otu04542",NA,NA
"Otu04543",NA,NA
"Otu04544",NA,NA
"Otu04547",NA,NA
"Otu04548",NA,NA
"Otu04549",NA,NA
"Otu04550",NA,NA
"Otu04551",NA,NA
"Otu04552",NA,NA
"Otu04553",NA,NA
"Otu04554","Thiobacillus","thioparus"
"Otu04555",NA,NA
"Otu04556",NA,NA
"Otu04557",NA,NA
"Otu04559",NA,NA
"Otu04560",NA,NA
"Otu04561","Litoribrevibacter","albus"
"Otu04562",NA,NA
"Otu04563",NA,NA
"Otu04564",NA,NA
"Otu04565",NA,NA
"Otu04566",NA,NA
"Otu04567",NA,NA
"Otu04568",NA,NA
"Otu04569",NA,NA
"Otu04570",NA,NA
"Otu04571",NA,NA
"Otu04572",NA,NA
"Otu04573",NA,NA
"Otu04574",NA,NA
"Otu04575",NA,NA
"Otu04576",NA,NA
"Otu04577",NA,NA
"Otu04578",NA,NA
"Otu04579",NA,NA
"Otu04580",NA,NA
"Otu04581",NA,NA
"Otu04582","Stappia","indica"
"Otu04583",NA,NA
"Otu04584",NA,NA
"Otu04585",NA,NA
"Otu04586",NA,NA
"Otu04587",NA,NA
"Otu04588",NA,NA
"Otu04589",NA,NA
"Otu04591",NA,NA
"Otu04592",NA,NA
"Otu04593",NA,NA
"Otu04594",NA,NA
"Otu04595",NA,NA
"Otu04596",NA,NA
"Otu04597",NA,NA
"Otu04598",NA,NA
"Otu04599",NA,NA
"Otu04600",NA,NA
"Otu04601",NA,NA
"Otu04602",NA,NA
"Otu04603",NA,NA
"Otu04604",NA,NA
"Otu04605",NA,NA
"Otu04606",NA,NA
"Otu04608",NA,NA
"Otu04609",NA,NA
"Otu04610",NA,NA
"Otu04611",NA,NA
"Otu04612",NA,NA
"Otu04613",NA,NA
"Otu04614",NA,NA
"Otu04615",NA,NA
"Otu04616",NA,NA
"Otu04617",NA,NA
"Otu04618",NA,NA
"Otu04619",NA,NA
"Otu04620",NA,NA
"Otu04621",NA,NA
"Otu04624",NA,NA
"Otu04626",NA,NA
"Otu04627",NA,NA
"Otu04628",NA,NA
"Otu04629",NA,NA
"Otu04630",NA,NA
"Otu04631",NA,NA
"Otu04632",NA,NA
"Otu04633",NA,NA
"Otu04634",NA,NA
"Otu04636",NA,NA
"Otu04637",NA,NA
"Otu04638",NA,NA
"Otu04639",NA,NA
"Otu04640",NA,NA
"Otu04641",NA,NA
"Otu04643",NA,NA
"Otu04644",NA,NA
"Otu04645",NA,NA
"Otu04646",NA,NA
"Otu04647","Geobacillus","kaustophilus/stearothermophilus"
"Otu04648",NA,NA
"Otu04649",NA,NA
"Otu04650",NA,NA
"Otu04651",NA,NA
"Otu04652",NA,NA
"Otu04653",NA,NA
"Otu04654",NA,NA
"Otu04655",NA,NA
"Otu04656",NA,NA
"Otu04657",NA,NA
"Otu04658",NA,NA
"Otu04659",NA,NA
"Otu04661",NA,NA
"Otu04662",NA,NA
"Otu04663",NA,NA
"Otu04664",NA,NA
"Otu04665",NA,NA
"Otu04666",NA,NA
"Otu04667",NA,NA
"Otu04669",NA,NA
"Otu04670",NA,NA
"Otu04671",NA,NA
"Otu04672",NA,NA
"Otu04673",NA,NA
"Otu04674",NA,NA
"Otu04675",NA,NA
"Otu04676","Tepidiphilus","succinatimandens"
"Otu04677",NA,NA
"Otu04678",NA,NA
"Otu04680",NA,NA
"Otu04681",NA,NA
"Otu04683",NA,NA
"Otu04684",NA,NA
"Otu04685",NA,NA
"Otu04687",NA,NA
"Otu04688",NA,NA
"Otu04689",NA,NA
"Otu04690",NA,NA
"Otu04692",NA,NA
"Otu04693",NA,NA
"Otu04694","Murimonas","intestini"
"Otu04695",NA,NA
"Otu04696",NA,NA
"Otu04697",NA,NA
"Otu04698",NA,NA
"Otu04699",NA,NA
"Otu04700",NA,NA
"Otu04701",NA,NA
"Otu04703",NA,NA
"Otu04704",NA,NA
"Otu04705",NA,NA
"Otu04706",NA,NA
"Otu04707",NA,NA
"Otu04708",NA,NA
"Otu04709",NA,NA
"Otu04710",NA,NA
"Otu04711",NA,NA
"Otu04712",NA,NA
"Otu04713",NA,NA
"Otu04714",NA,NA
"Otu04715",NA,NA
"Otu04716",NA,NA
"Otu04717",NA,NA
"Otu04718",NA,NA
"Otu04719",NA,NA
"Otu04720",NA,NA
"Otu04721",NA,NA
"Otu04722",NA,NA
"Otu04723",NA,NA
"Otu04724",NA,NA
"Otu04725",NA,NA
"Otu04726",NA,NA
"Otu04727",NA,NA
"Otu04729",NA,NA
"Otu04730",NA,NA
"Otu04731",NA,NA
"Otu04732","Lactobacillus","delbrueckii/equicursoris"
"Otu04733",NA,NA
"Otu04735",NA,NA
"Otu04736",NA,NA
"Otu04737",NA,NA
"Otu04739",NA,NA
"Otu04740",NA,NA
"Otu04741",NA,NA
"Otu04744",NA,NA
"Otu04745",NA,NA
"Otu04746",NA,NA
"Otu04748",NA,NA
"Otu04749",NA,NA
"Otu04750",NA,NA
"Otu04751",NA,NA
"Otu04752","Corynebacterium","freiburgense/provencense/terpenotabidum/variabile"
"Otu04753",NA,NA
"Otu04754",NA,NA
"Otu04756",NA,NA
"Otu04757",NA,NA
"Otu04758",NA,NA
"Otu04759",NA,NA
"Otu04760",NA,NA
"Otu04761",NA,NA
"Otu04762",NA,NA
"Otu04763",NA,NA
"Otu04765",NA,NA
"Otu04766",NA,NA
"Otu04767",NA,NA
"Otu04768",NA,NA
"Otu04769",NA,NA
"Otu04770",NA,NA
"Otu04771",NA,NA
"Otu04772",NA,NA
"Otu04773",NA,NA
"Otu04774",NA,NA
"Otu04775",NA,NA
"Otu04776",NA,NA
"Otu04778",NA,NA
"Otu04779",NA,NA
"Otu04780",NA,NA
"Otu04781",NA,NA
"Otu04782",NA,NA
"Otu04786",NA,NA
"Otu04787",NA,NA
"Otu04789",NA,NA
"Otu04790",NA,NA
"Otu04791",NA,NA
"Otu04792",NA,NA
"Otu04793",NA,NA
"Otu04794",NA,NA
"Otu04797",NA,NA
"Otu04798",NA,NA
"Otu04799",NA,NA
"Otu04800",NA,NA
"Otu04801",NA,NA
"Otu04802",NA,NA
"Otu04803",NA,NA
"Otu04804",NA,NA
"Otu04805",NA,NA
"Otu04806",NA,NA
"Otu04807",NA,NA
"Otu04808",NA,NA
"Otu04809",NA,NA
"Otu04810","Lutibacter","maritimus"
"Otu04811",NA,NA
"Otu04812",NA,NA
"Otu04813",NA,NA
"Otu04815",NA,NA
"Otu04816",NA,NA
"Otu04817",NA,NA
"Otu04818",NA,NA
"Otu04820",NA,NA
"Otu04822","Providencia","alcalifaciens/rettgeri/rustigianii/sneebia/stuartii/vermicola"
"Otu04823",NA,NA
"Otu04824",NA,NA
"Otu04827",NA,NA
"Otu04828",NA,NA
"Otu04829",NA,NA
"Otu04830",NA,NA
"Otu04831",NA,NA
"Otu04832",NA,NA
"Otu04833",NA,NA
"Otu04834",NA,NA
"Otu04835",NA,NA
"Otu04836",NA,NA
"Otu04837",NA,NA
"Otu04838",NA,NA
"Otu04840",NA,NA
"Otu04841",NA,NA
"Otu04842",NA,NA
"Otu04843",NA,NA
"Otu04844",NA,NA
"Otu04845",NA,NA
"Otu04846",NA,NA
"Otu04847",NA,NA
"Otu04848",NA,NA
"Otu04849",NA,NA
"Otu04850",NA,NA
"Otu04851",NA,NA
"Otu04852",NA,NA
"Otu04853",NA,NA
"Otu04854",NA,NA
"Otu04855",NA,NA
"Otu04856",NA,NA
"Otu04857",NA,NA
"Otu04858",NA,NA
"Otu04860",NA,NA
"Otu04861",NA,NA
"Otu04862",NA,NA
"Otu04863",NA,NA
"Otu04864",NA,NA
"Otu04865",NA,NA
"Otu04866",NA,NA
"Otu04867",NA,NA
"Otu04868",NA,NA
"Otu04869",NA,NA
"Otu04870",NA,NA
"Otu04871",NA,NA
"Otu04872",NA,NA
"Otu04873",NA,NA
"Otu04874",NA,NA
"Otu04875",NA,NA
"Otu04876",NA,NA
"Otu04877","Oceanococcus","atlanticus"
"Otu04878",NA,NA
"Otu04879",NA,NA
"Otu04880",NA,NA
"Otu04881",NA,NA
"Otu04882",NA,NA
"Otu04883",NA,NA
"Otu04884",NA,NA
"Otu04885",NA,NA
"Otu04886",NA,NA
"Otu04887",NA,NA
"Otu04889",NA,NA
"Otu04890",NA,NA
"Otu04891",NA,NA
"Otu04892",NA,NA
"Otu04893",NA,NA
"Otu04894",NA,NA
"Otu04895",NA,NA
"Otu04896",NA,NA
"Otu04897",NA,NA
"Otu04898",NA,NA
"Otu04899",NA,NA
"Otu04900",NA,NA
"Otu04902",NA,NA
"Otu04903",NA,NA
"Otu04904",NA,NA
"Otu04906",NA,NA
"Otu04907",NA,NA
"Otu04908",NA,NA
"Otu04909",NA,NA
"Otu04910",NA,NA
"Otu04911",NA,NA
"Otu04912",NA,NA
"Otu04913","Nordella","oligomobilis"
"Otu04914",NA,NA
"Otu04915",NA,NA
"Otu04916",NA,NA
"Otu04917",NA,NA
"Otu04918",NA,NA
"Otu04919",NA,NA
"Otu04920",NA,NA
"Otu04922",NA,NA
"Otu04923",NA,NA
"Otu04924",NA,NA
"Otu04925",NA,NA
"Otu04928",NA,NA
"Otu04930",NA,NA
"Otu04931",NA,NA
"Otu04932",NA,NA
"Otu04935",NA,NA
"Otu04936",NA,NA
"Otu04937",NA,NA
"Otu04938",NA,NA
"Otu04939",NA,NA
"Otu04940",NA,NA
"Otu04941",NA,NA
"Otu04942",NA,NA
"Otu04943",NA,NA
"Otu04944",NA,NA
"Otu04945",NA,NA
"Otu04946",NA,NA
"Otu04947",NA,NA
"Otu04948",NA,NA
"Otu04949",NA,NA
"Otu04950",NA,NA
"Otu04951",NA,NA
"Otu04952",NA,NA
"Otu04953",NA,NA
"Otu04954",NA,NA
"Otu04955",NA,NA
"Otu04956",NA,NA
"Otu04958",NA,NA
"Otu04959",NA,NA
"Otu04960",NA,NA
"Otu04961",NA,NA
"Otu04962",NA,NA
"Otu04963",NA,NA
"Otu04964",NA,NA
"Otu04965",NA,NA
"Otu04966",NA,NA
"Otu04967",NA,NA
"Otu04969","Thiovirga","sulfuroxydans"
"Otu04970",NA,NA
"Otu04971",NA,NA
"Otu04972",NA,NA
"Otu04974",NA,NA
"Otu04975",NA,NA
"Otu04976",NA,NA
"Otu04977",NA,NA
"Otu04978",NA,NA
"Otu04979",NA,NA
"Otu04980",NA,NA
"Otu04981",NA,NA
"Otu04982",NA,NA
"Otu04984",NA,NA
"Otu04985",NA,NA
"Otu04986",NA,NA
"Otu04987",NA,NA
"Otu04988",NA,NA
"Otu04990",NA,NA
"Otu04991",NA,NA
"Otu04992",NA,NA
"Otu04993",NA,NA
"Otu04994",NA,NA
"Otu04995",NA,NA
"Otu04996",NA,NA
"Otu04998",NA,NA
"Otu04999",NA,NA
"Otu05000",NA,NA
"Otu05001",NA,NA
"Otu05002",NA,NA
"Otu05003",NA,NA
"Otu05004",NA,NA
"Otu05006",NA,NA
"Otu05008",NA,NA
"Otu05009",NA,NA
"Otu05010",NA,NA
"Otu05011",NA,NA
"Otu05012",NA,NA
"Otu05013",NA,NA
"Otu05014",NA,NA
"Otu05015",NA,NA
"Otu05017",NA,NA
"Otu05018",NA,NA
"Otu05020",NA,NA
"Otu05023",NA,NA
"Otu05024","Maricaulis","indicus/parjimensis/virginensis"
"Otu05025",NA,NA
"Otu05026",NA,NA
"Otu05027",NA,NA
"Otu05028","Trichodesmium","hildebrandtii/thiebautii"
"Otu05029",NA,NA
"Otu05030",NA,NA
"Otu05031",NA,NA
"Otu05032",NA,NA
"Otu05034",NA,NA
"Otu05036",NA,NA
"Otu05037",NA,NA
"Otu05038",NA,NA
"Otu05039",NA,NA
"Otu05040",NA,NA
"Otu05042",NA,NA
"Otu05043",NA,NA
"Otu05044",NA,NA
"Otu05045",NA,NA
"Otu05046",NA,NA
"Otu05048",NA,NA
"Otu05049",NA,NA
"Otu05050",NA,NA
"Otu05051","Bacteroides","coprocola"
"Otu05052",NA,NA
"Otu05053",NA,NA
"Otu05055",NA,NA
"Otu05056","Corynebacterium","imitans"
"Otu05057",NA,NA
"Otu05058",NA,NA
"Otu05062",NA,NA
"Otu05063",NA,NA
"Otu05064","Sarcina","ventriculi"
"Otu05066",NA,NA
"Otu05067",NA,NA
"Otu05068",NA,NA
"Otu05069",NA,NA
"Otu05070",NA,NA
"Otu05071",NA,NA
"Otu05072",NA,NA
"Otu05073",NA,NA
"Otu05074",NA,NA
"Otu05075",NA,NA
"Otu05076",NA,NA
"Otu05080",NA,NA
"Otu05081",NA,NA
"Otu05082",NA,NA
"Otu05083",NA,NA
"Otu05084",NA,NA
"Otu05085",NA,NA
"Otu05086",NA,NA
"Otu05087",NA,NA
"Otu05088","Mycobacterium","africanum/arosiense/avium/bohemicum/bouchedurhonense/bourgelatii/bovis/canettii/caprae/chesapeaki/chimaera/colombiense/gastri/indicus/intermedium/intracellulare/kansasii/liflandii/mantenii/marinum/marseillense/microti/mungi/nebraskense/orygis/paraffinicum/paraintracellulare/paraseoulense/pinnipedii/pseudoshottsii/saskatchewanense/scrofulaceum/seoulense/shinjukuense/shottsii/timonense/tuberculosis/ulcerans/vulneris/yongonense"
"Otu05089",NA,NA
"Otu05091",NA,NA
"Otu05093",NA,NA
"Otu05094",NA,NA
"Otu05095",NA,NA
"Otu05096",NA,NA
"Otu05097",NA,NA
"Otu05099",NA,NA
"Otu05100",NA,NA
"Otu05101","Tistrella","mobilis"
"Otu05103",NA,NA
"Otu05105",NA,NA
"Otu05108",NA,NA
"Otu05109",NA,NA
"Otu05110",NA,NA
"Otu05111",NA,NA
"Otu05112",NA,NA
"Otu05113",NA,NA
"Otu05114",NA,NA
"Otu05115",NA,NA
"Otu05117","Mesoflavibacter","zeaxanthinifaciens"
"Otu05118",NA,NA
"Otu05119",NA,NA
"Otu05120",NA,NA
"Otu05121",NA,NA
"Otu05122",NA,NA
"Otu05123",NA,NA
"Otu05124",NA,NA
"Otu05125",NA,NA
"Otu05126",NA,NA
"Otu05128",NA,NA
"Otu05129",NA,NA
"Otu05130",NA,NA
"Otu05132",NA,NA
"Otu05133",NA,NA
"Otu05134","Pseudomonas","indoloxydans/songnenensis/stutzeri/xanthomarina/zhaodongensis"
"Otu05135",NA,NA
"Otu05136",NA,NA
"Otu05137",NA,NA
"Otu05138",NA,NA
"Otu05139",NA,NA
"Otu05140",NA,NA
"Otu05141",NA,NA
"Otu05142",NA,NA
"Otu05143",NA,NA
"Otu05144",NA,NA
"Otu05145",NA,NA
"Otu05146",NA,NA
"Otu05147",NA,NA
"Otu05148",NA,NA
"Otu05149",NA,NA
"Otu05150",NA,NA
"Otu05151",NA,NA
"Otu05152",NA,NA
"Otu05155",NA,NA
"Otu05156",NA,NA
"Otu05157",NA,NA
"Otu05158",NA,NA
"Otu05159",NA,NA
"Otu05160",NA,NA
"Otu05161",NA,NA
"Otu05163",NA,NA
"Otu05164",NA,NA
"Otu05165",NA,NA
"Otu05166",NA,NA
"Otu05167",NA,NA
"Otu05168",NA,NA
"Otu05169",NA,NA
"Otu05171",NA,NA
"Otu05172",NA,NA
"Otu05173",NA,NA
"Otu05174",NA,NA
"Otu05176",NA,NA
"Otu05177",NA,NA
"Otu05178",NA,NA
"Otu05179",NA,NA
"Otu05180",NA,NA
"Otu05181",NA,NA
"Otu05182",NA,NA
"Otu05183",NA,NA
"Otu05185",NA,NA
"Otu05186","Anaeroarcus","burkinensis"
"Otu05188",NA,NA
"Otu05189",NA,NA
"Otu05190",NA,NA
"Otu05191",NA,NA
"Otu05192",NA,NA
"Otu05193",NA,NA
"Otu05194",NA,NA
"Otu05195",NA,NA
"Otu05196",NA,NA
"Otu05197",NA,NA
"Otu05198",NA,NA
"Otu05199",NA,NA
"Otu05200",NA,NA
"Otu05201",NA,NA
"Otu05202",NA,NA
"Otu05203",NA,NA
"Otu05204",NA,NA
"Otu05205",NA,NA
"Otu05206",NA,NA
"Otu05207",NA,NA
"Otu05208","Elstera","litoralis"
"Otu05209",NA,NA
"Otu05210",NA,NA
"Otu05211",NA,NA
"Otu05213",NA,NA
"Otu05214",NA,NA
"Otu05215",NA,NA
"Otu05216",NA,NA
"Otu05217",NA,NA
"Otu05219",NA,NA
"Otu05220",NA,NA
"Otu05221",NA,NA
"Otu05222",NA,NA
"Otu05223",NA,NA
"Otu05224",NA,NA
"Otu05225",NA,NA
"Otu05226",NA,NA
"Otu05227","Halobacillus","salinus"
"Otu05228",NA,NA
"Otu05230",NA,NA
"Otu05231",NA,NA
"Otu05233",NA,NA
"Otu05234",NA,NA
"Otu05236",NA,NA
"Otu05237",NA,NA
"Otu05238",NA,NA
"Otu05239",NA,NA
"Otu05240",NA,NA
"Otu05241",NA,NA
"Otu05242",NA,NA
"Otu05243",NA,NA
"Otu05246",NA,NA
"Otu05247",NA,NA
"Otu05248",NA,NA
"Otu05249",NA,NA
"Otu05250",NA,NA
"Otu05251",NA,NA
"Otu05252",NA,NA
"Otu05253",NA,NA
"Otu05254",NA,NA
"Otu05255",NA,NA
"Otu05256",NA,NA
"Otu05257",NA,NA
"Otu05258",NA,NA
"Otu05259",NA,NA
"Otu05260",NA,NA
"Otu05261",NA,NA
"Otu05263",NA,NA
"Otu05264",NA,NA
"Otu05265",NA,NA
"Otu05266",NA,NA
"Otu05267",NA,NA
"Otu05269",NA,NA
"Otu05270",NA,NA
"Otu05271",NA,NA
"Otu05272",NA,NA
"Otu05273",NA,NA
"Otu05274",NA,NA
"Otu05278",NA,NA
"Otu05279",NA,NA
"Otu05280",NA,NA
"Otu05281",NA,NA
"Otu05282",NA,NA
"Otu05284",NA,NA
"Otu05287",NA,NA
"Otu05289",NA,NA
"Otu05291",NA,NA
"Otu05292",NA,NA
"Otu05294",NA,NA
"Otu05295",NA,NA
"Otu05296","Thermoanaerobacterium","aotearoense/butyriciformans/calidifontis/thermosaccharolyticum/thermostercoris/thermosulfurigenes/xylanolyticum"
"Otu05298",NA,NA
"Otu05299",NA,NA
"Otu05300",NA,NA
"Otu05301",NA,NA
"Otu05302",NA,NA
"Otu05303",NA,NA
"Otu05304",NA,NA
"Otu05305",NA,NA
"Otu05307",NA,NA
"Otu05308",NA,"alpinus/bambusae/chlorophenolicus/cryoconiti/cryotolerans/defluvii/equi/globiformis/humicola/liuii/livingstonensis/niigatensis/oryzae/oxydans/pascens/phenanthrenivorans/pokkalii/polychromogenes/psychrochitiniphilus/psychrolactophilus/ramosus/scleromae/siccitolerans/stackebrandtii/sulfonivorans"
"Otu05309",NA,NA
"Otu05310",NA,NA
"Otu05312",NA,NA
"Otu05314",NA,NA
"Otu05315",NA,NA
"Otu05317",NA,NA
"Otu05318",NA,NA
"Otu05319",NA,NA
